id,query_term,handle,tweet,date,language
2147483647,ied AND bomb,HuntaKemone,rt replacing any of the long term scooby doo voice actors is like a delicate bomb defusal replacing all of them at once is ,2023-01-23,en
2147483647,ied AND bomb,Ellenlikemoon,rt 12 october 2016 bomb explosion a roadside ied targeted ashura procession in balkh district of balkh province killing 14 h ,2023-01-23,en
2147483647,ied AND bomb,Ellenlikemoon,rt a car bomb ied went off at the gate of sayed ul shuhada highschool hazara populated school in barchi of kabul two more ,2023-01-23,en
2147483647,ied AND bomb,pictorial_poet,rt two ieds found destroyed in rajouri police  ,2023-01-23,en
2147483647,ied AND bomb,vigneshkbabu,rt ied fitted inside a bottle found in rajouri army and bomb squad on spot i told you long back as soon as rahul gand ,2023-01-23,en
2147483647,ied AND bomb,LiAli81842726,rt 12 october 2016 bomb explosion a roadside ied targeted ashura procession in balkh district of balkh province killing 14 ,2023-01-23,en
2147483647,ied AND bomb,C0smicH0riz0n,rt ied fitted inside a bottle found in rajouri army and bomb squad on spot ,2023-01-23,en
2147483647,ied AND bomb,Stokiyon1,rt bomb disposal squad neutralises ied detected on bandipora sopore road between badyara and kanbathi villages in bandipora ,2023-01-23,en
2147483647,ied AND bomb,Ravi73831128,rt ied fitted inside a bottle found in rajouri army and bomb squad on spot i told you long back as soon as rahul gandhi ,2023-01-23,en
2147483647,ied AND bomb,Necksplitter,replacing any of the long term scooby doo voice actors is like a delicate bomb defusal replacing all of them at once is like hitting a suspected ied with a sledgehammer ,2023-01-23,en
2147483647,ied AND bomb,Dimpact14,rt a car bomb ied went off at the gate of sayed ul shuhada highschool hazara populated school in barchi of kabul two more e ,2023-01-23,en
2147483647,ied AND bomb,SonuSin46705784,rt ied found on nh1 at kutta mode in wussankhui swift action by sf bomb disposal squad led to ,2023-01-23,en
2147483647,ied AND bomb,IndusPostNews,two ieds found destroyed in rajouri police  ,2023-01-23,en
2147483647,ied AND bomb,arvindrbansal,ied fitted inside a bottle found in rajouri army and bomb squad on spot i told you long back as soon as rahul gandhi enter jk these things will happen exact location is budhal road near kotranka town and pappu is still in jammu dr gaurav pradhan,2023-01-23,en
2147483647,ied AND bomb,universalanish,rt ied fitted inside a bottle found in rajouri army and bomb squad on spot i told you long back as soon as rahul gandh ,2023-01-23,en
2147483647,ied AND bomb,HaleshSingh,ied fitted inside a bottle found in rajouri army and bomb squad on spot i told you long back as soon as rahul gandhi enter jk these things will happen exact location is budhal road near kotranka town and pappu is still in jammu,2023-01-23,en
2147483647,ied AND bomb,jiten1302,ied fitted inside a bottle found in rajouri army and bomb squad on spot it was expected that as soon as rahul gandhi enters jk these things will happen exact location is budhal road near kotranka town and pappu is still in jammu,2023-01-23,en
2147483647,ied AND injured,gulamahamed8,rt thisdaythatyear 26 dec 2003 a 13 year old girl was killed and 08 citizens were injured in an ied blast at singhpur ,2023-01-23,en
2147483647,ied AND injured,crusader_viking,rt there is war like situation in balochistan baloch freedom fighters targeted a passenger train with ied blast several cas ,2023-01-23,en
2147483647,ied AND injured,TracTerrorism,read more ,2023-01-23,en
2147483647,ied AND injured,TheeWokeKing,rt cobra jawan injured in ied blast triggered by cpi maoist cadres in west singhbhum district ,2023-01-23,en
2147483647,ied AND injured,Outlookindia,the recovery of on sunday comes a day after two blasts in s narwal area injured nine ieds are suspected to have been involved in the ,2023-01-23,en
2147483647,ied AND injured,redsparkbot,cobra jawan injured in ied blast triggered by cpi maoist cadres in west singhbhum district ,2023-01-23,en
2147483647,ied AND explosive,aavaraich,rt an improvised explosive device ied exploded in area of jani khel district resultantly sepoy gul sher 24 r o ,2023-01-23,en
2147483647,ied AND explosive,cat_ied, this is the russian dkpr 4 дкпр 4 a high explosive he minefield clearance and demolition line charge used with the uzp 83 landmine clearance system and incorporated in various armoured minefield breaching vehicles ,2023-01-23,en
2147483647,ied AND explosive,cat_ied, this is the russian tm 62m a high explosive he large metal cased anti vehicle av blast landmine which may be laid mechanically or by hand ,2023-01-23,en
2147483647,ied AND explosive,cat_ied, on the 11th december 2002 a significant development was uncovered in colombia when police discovered a number of cars all prepared to be steered by remote control containing large amounts of explosives ,2023-01-23,en
2147483647,ied AND explosive,JWazzapp, reneged on the terms of the agreed withdrawal what do you call successful over 30 plus marines were killed by an ied explosive in the wake of the withdrawal and in a bid to save face us authorized a drone strike that not killed a innocent family thats successful to u ,2023-01-23,en
2147483647,ied AND explosive,cat_ied,rt pro ukrainian chechen foreign fighters near bakhmut recently prepared a gift for the russians it s an rc vbied with a 700k ,2023-01-23,en
2147483647,ied AND explosive,VotesWhy2020, needless to say that was seven years ago and i retired from a job and he isnt working due to having intermittent explosive disorder im not a clinician who can say whether or not he has ied ,2023-01-23,en
2147483647,ied AND explosive,takkar1234,rt a soldier of the pakistan army embraced martyrdom when an improvised explosive device ied exploded in general area jani khe ,2023-01-23,en
2147483647,ied AND explosive,KashifB91418485,an improvised explosive device ied exploded in area of jani khel district resultantly sepoy gul sher 24 r o district khyber embraced shahadat sanitisation of the area is being carried out to eliminate any other terrorists  ,2023-01-23,en
2147483647,ied AND explosive,partizan_the, explosive under body shielding flat as a pancake lmfao on the off chance someone left their ied by the wine bar that car aint got a chance,2023-01-23,en
2147483647,ied AND explosive,Humaawan203782,rt an improvised explosive device ied exploded in jani khel area bannu kpk resultantly own one troop embraced shahadat ,2023-01-23,en
2147483647,ied AND explosive,partizan_the, lmao explosive under body shielding lmfao that flat shit aint gonna save nothin on the off chance youd drive over an ied or mine,2023-01-23,en
2147483647,ied AND explosive,rubberplantleaf, i love that theres a safe inside just in case the explosive shielding is defective and the ied on powder ridge drive allows a thief to get in your wallet will be safe ,2023-01-23,en
2147483647,ied AND explosive,AhsanSanaya,an improvised explosive device ied exploded in area of jani khel district resultantly sepoy gul sher 24 r o district khyber embraced shahadat sanitisation of the area is being carried out to eliminate any other terrorists  ,2023-01-23,en
2147483647,ied AND explosive,NUMBCat9, is this the one that was designed for countries experiencing high levels of rich people getting kidnapped in broad daylight i remember reading something about it years ago also i would not trust the explosive proof chassis without showing it getting hit by an ied surviving,2023-01-23,en
